node1,node2,timestamp
63,105,360
72,71,361
142,58,362
124,135,363
124,135,364
143,32,365
144,99,366
144,105,367
144,121,368
9,109,369
103,109,370
103,63,371
103,63,372
103,109,373
48,81,374
95,81,375
145,48,376
95,63,377
145,95,378
95,109,379
145,95,380
145,48,381
145,95,382
145,48,383
145,48,384
95,109,385
96,48,386
95,109,387
96,95,388
96,95,389
96,48,390
96,95,391
105,144,392
105,63,393
6,146,394
44,60,395
44,105,396
63,95,397
44,32,398
114,105,399
34,109,400
36,105,401
36,109,402
36,147,403
44,32,404
19,120,405
9,136,406
9,148,407
9,149,408
9,150,409
9,151,410
9,152,411
9,153,412
9,58,413
9,58,414
9,135,415
9,22,416
9,8,417
9,154,418
9,121,419
1,135,420
3,155,421
36,109,422
3,155,423
30,132,424
3,58,425
68,56,426
36,156,427
131,30,428
101,51,429
101,34,430
9,8,431
36,73,432
96,95,433
9,76,434
9,8,435
9,157,436
19,158,437
9,58,438
9,32,439
44,129,440
105,135,441
105,129,442
44,129,443
44,129,444
44,129,445
51,101,446
1,159,447
44,74,448
44,129,449
160,72,450
129,8,451
36,147,452
36,109,453
36,105,454
36,129,455
9,8,456
34,101,457
161,162,458
163,72,459
32,164,460
58,8,461
32,58,462
41,76,463
41,120,464
41,132,465
41,165,466
41,166,467
41,157,468
41,167,469
41,168,470
41,169,471
41,134,472
56,68,473
41,56,474
56,154,475
56,170,476
56,171,477
56,172,478
103,101,479
51,157,480
32,130,481
8,58,482
8,164,483
103,63,484
103,173,485
67,154,486
32,26,487
96,163,488
9,58,489
41,56,490
9,20,491
9,165,492
9,61,493
103,109,494
32,155,495
32,109,496
32,174,497
175,50,498
103,85,499
124,109,500
164,8,501
103,63,502
38,128,503
103,63,504
103,63,505
19,109,506
103,63,507
103,63,508
161,164,509
161,164,510
38,109,511
41,63,512
103,63,513
176,63,514
41,63,515
176,63,516
41,63,517
161,63,518
103,63,519
41,63,520
176,63,521
41,63,522
161,63,523
103,63,524
32,164,525
176,63,526
41,63,527
176,63,528
41,63,529
161,63,530
103,63,531
41,177,532
41,177,533
164,178,534
164,177,535
32,175,536
32,177,537
176,63,538
164,179,539
41,63,540
32,179,541
41,63,542
41,63,543
41,63,544
41,63,545
161,63,546
96,164,547
41,63,548
41,177,549
41,177,550
41,63,551
41,177,552
41,63,553
161,63,554
32,177,555
41,177,556
32,177,557
41,177,558
41,63,559
41,180,560
32,177,561
41,63,562
161,63,563
41,177,564
41,180,565
177,32,566
41,63,567
41,177,568
180,177,569
180,177,570
180,181,571
41,177,572
180,182,573
41,180,574
41,90,575
41,63,576
32,177,577
41,180,578
41,63,579
41,177,580
177,180,581
177,180,582
177,32,583
41,180,584
41,177,585
41,180,586
32,177,587
41,63,588
183,184,589
41,63,590
177,32,591
32,177,592
41,177,593
177,32,594
175,32,595
32,177,596
32,175,597
41,168,598
175,32,599
41,168,600
41,177,601
177,32,602
63,174,603
174,63,604
63,174,605
174,63,606
41,168,607
41,177,608
32,175,609
63,174,610
174,63,611
41,168,612
9,32,613
41,177,614
63,174,615
32,177,616
175,32,617
32,175,618
41,168,619
41,177,620
41,168,621
41,168,622
63,155,623
174,63,624
41,177,625
177,32,626
41,168,627
175,32,628
63,174,629
174,63,630
63,174,631
41,168,632
41,177,633
41,177,634
32,175,635
41,177,636
175,32,637
175,32,638
32,175,639
41,177,640
41,168,641
174,63,642
63,174,643
41,168,644
41,168,645
41,177,646
41,168,647
41,177,648
174,63,649
63,174,650
41,168,651
41,177,652
41,177,653
41,177,654
41,177,655
9,32,656
41,177,657
41,185,658
41,168,659
185,147,660
185,32,661
41,185,662
41,177,663
32,185,664
186,185,665
140,185,666
155,32,667
32,155,668
185,186,669
155,63,670
41,177,671
103,177,672
187,186,673
185,97,674
103,97,675
187,186,676
41,185,677
41,185,678
41,186,679
41,185,680
41,186,681
185,63,682
41,168,683
187,186,684
63,155,685
63,185,686
103,58,687
103,63,688
187,186,689
103,188,690
189,175,691
189,175,692
140,185,693
187,186,694
185,109,695
140,185,696
189,8,697
102,97,698
140,185,699
41,86,700
41,188,701
101,100,702
101,190,703
191,175,704
101,190,705
101,190,706
101,190,707
101,190,708
103,192,709
101,190,710
101,190,711
101,190,712
101,190,713
101,190,714
101,190,715
101,190,716
101,190,717
193,149,718
101,100,719
193,190,720
191,78,721
101,190,722
101,190,723
190,109,724
101,190,725
193,190,726
109,124,727
103,109,727
103,190,728
103,109,729
103,109,730
41,192,731
194,149,732
194,195,733
176,20,734
176,61,735
176,149,736
176,120,737
176,132,738
176,86,739
176,97,740
176,72,741
176,58,742
176,8,743
176,196,744
176,197,745
176,198,746
176,199,747
176,200,748
176,190,749
176,192,750
176,201,751
176,188,752
176,202,753
176,185,754
176,203,755
176,180,756
176,181,757
176,177,758
176,184,759
176,175,760
176,166,761
204,205,762
204,104,763
204,184,764
189,144,765
3,185,766
3,32,767
199,58,768
63,185,769
63,199,770
63,184,771
199,101,772
194,199,773
194,206,774
194,207,775
204,123,776
121,191,777
175,191,778
204,129,779
63,199,780
101,184,781
101,208,782
63,46,783
63,199,784
101,88,785
191,121,786
191,175,787
103,177,788
199,20,789
184,101,790
103,132,791
199,209,792
101,184,793
36,105,794
103,210,795
36,209,796
184,101,797
209,199,798
199,209,799
199,210,800
101,184,801
184,101,802
176,101,803
68,101,804
32,198,805
211,101,806
212,209,807
211,213,808
211,93,809
211,85,810
189,199,811
214,215,812
103,109,813
103,215,814
103,82,815
44,214,816
103,215,817
63,199,818
63,199,819
103,215,820
103,215,821
103,168,822
214,109,823
215,67,824
103,215,825
214,215,826
41,215,827
41,216,828
103,127,829
215,62,830
214,109,831
176,217,832
176,216,833
176,218,834
103,109,835
219,124,836
19,109,837
63,127,838
88,101,839
103,168,840
103,56,841
63,127,842
103,56,843
214,56,844
214,56,845
63,127,846
51,215,847
19,175,848
19,109,849
44,214,850
215,51,851
44,214,852
19,215,853
19,215,854
103,175,855
44,214,856
19,215,857
103,175,858
214,175,859
51,215,860
19,215,861
214,215,862
215,51,863
19,215,864
96,95,865
96,32,866
19,215,867
96,164,868
103,215,869
103,215,870
19,215,871
144,185,872
103,168,873
220,214,874
220,32,875
19,215,876
144,32,877
103,175,878
103,175,879
175,214,880
103,175,881
103,175,882
103,175,883
176,221,884
103,98,885
3,32,886
222,120,887
41,222,888
41,222,889
41,223,890
214,175,891
41,97,892
41,134,893
51,215,894
36,222,895
36,221,896
212,66,897
96,224,898
175,214,899
214,175,900
225,223,901
36,221,902
36,214,903
176,223,904
176,226,905
221,161,906
36,221,907
44,226,908
221,161,909
36,221,910
221,161,911
56,214,912
221,161,913
221,161,914
221,161,915
161,221,916
36,221,917
36,214,918
221,161,919
204,221,920
227,26,921
211,228,922
214,101,923
229,230,924
220,214,925
96,231,926
96,232,927
103,221,928
103,20,929
103,86,930
220,214,931
220,214,932
103,66,933
212,66,934
124,109,935
103,185,936
212,6,937
103,185,938
103,8,939
63,202,940
63,185,941
103,93,942
63,185,943
9,233,944
103,233,945
9,97,946
9,190,947
166,234,948
69,34,949
69,34,950
235,191,951
69,185,952
41,166,953
41,32,954
3,32,955
3,132,956
1,30,957
41,32,958
41,173,959
103,166,960
63,127,961
63,199,962
103,166,963
63,92,964
97,228,965
97,228,965
103,58,966
191,136,967
32,58,968
131,30,969
191,236,970
32,237,971
9,235,972
101,34,973
237,32,974
97,191,975
48,81,976
48,81,977
175,214,978
176,233,979
9,101,980
48,52,981
48,52,982
48,175,983
52,48,984
48,52,985
9,177,986
97,191,987
9,175,988
52,48,988
175,48,989
96,48,990
41,32,991
9,175,992
41,174,993
9,175,994
48,175,995
12,175,996
48,52,997
175,48,998
48,175,999
12,175,1000
12,168,1001
12,175,1002
52,48,1003
175,48,1004
48,52,1005
12,81,1006
12,175,1007
48,175,1008
175,48,1009
12,175,1010
48,175,1011
12,175,1012
52,48,1013
48,52,1014
12,175,1015
175,48,1016
52,48,1017
12,175,1018
48,52,1019
12,175,1020
48,175,1021
12,175,1022
175,48,1023
52,48,1024
12,175,1025
12,175,1026
12,175,1027
220,214,1028
12,175,1029
88,220,1030
48,175,1031
48,52,1032
12,175,1033
175,48,1034
52,48,1035
9,175,1036
48,175,1037
12,175,1038
12,175,1039
175,48,1040
12,175,1041
9,175,1042
48,175,1043
12,175,1044
48,52,1045
9,175,1046
175,48,1047
9,209,1047
12,175,1048
48,175,1049
103,66,1050
103,52,1051
12,175,1052
103,66,1053
175,48,1054
52,48,1055
103,66,1056
12,175,1057
12,175,1058
48,52,1059
48,175,1060
175,48,1061
48,175,1062
48,175,1063
9,175,1064
9,209,1065
175,48,1066
175,48,1067
220,48,1068
9,175,1068
48,175,1069
144,185,1070
175,48,1071
220,48,1072
48,175,1073
144,222,1074
220,48,1075
175,48,1076
220,48,1077
220,48,1078
48,175,1079
220,48,1080
175,48,1081
48,175,1082
220,48,1083
175,48,1084
144,195,1085
48,175,1086
191,237,1087
220,48,1088
175,48,1089
220,48,1090
48,175,1091
220,95,1092
95,168,1093
220,48,1094
176,198,1095
220,95,1096
191,175,1097
220,95,1098
176,201,1099
175,48,1100
175,191,1101
191,175,1102
48,175,1103
175,191,1104
175,48,1105
191,175,1106
144,88,1107
175,191,1108
220,48,1109
191,175,1110
175,191,1111
144,238,1112
191,175,1113
175,191,1114
220,95,1115
239,175,1116
144,240,1117
239,175,1118
239,236,1119
220,95,1120
220,48,1121
220,95,1122
12,90,1123
220,95,1124
144,23,1125
220,95,1126
3,132,1127
220,95,1128
220,95,1129
220,95,1130
103,52,1131
144,32,1132
220,48,1133
144,48,1134
36,222,1135
220,95,1136
88,144,1137
220,95,1138
220,95,1139
220,95,1140
144,48,1141
220,48,1142
144,48,1143
220,95,1144
220,95,1145
220,48,1146
9,144,1147
144,241,1148
103,144,1149
9,216,1150
194,242,1151
194,199,1152
194,209,1153
194,182,1154
32,144,1155
32,243,1156
204,241,1157
63,127,1158
227,144,1159
194,209,1160
168,95,1161
63,127,1162
44,214,1163
41,32,1164
9,244,1165
245,191,1166
228,97,1167
211,228,1168
211,246,1169
19,52,1170
233,88,1171
34,242,1172
19,233,1173
127,63,1174
143,32,1175
143,95,1176
9,235,1177
9,177,1178
63,127,1179
32,88,1180
211,233,1181
88,32,1182
32,88,1183
247,248,1184
248,247,1185
176,248,1186
176,248,1187
211,232,1188
88,32,1189
176,248,1190
176,63,1191
32,88,1192
249,63,1193
41,250,1194
41,248,1195
95,168,1196
41,251,1197
34,242,1198
176,72,1199
44,88,1200
103,177,1201
103,86,1202
12,168,1203
51,86,1204
212,252,1205
176,63,1206
41,97,1207
168,95,1208
249,63,1209
212,34,1210
212,252,1211
176,63,1212
212,252,1213
176,63,1214
212,34,1215
249,63,1216
212,34,1217
103,63,1218
144,247,1219
204,51,1220
103,63,1221
101,208,1222
212,34,1223
212,252,1224
53,253,1225
9,251,1226
164,8,1227
8,164,1228
212,34,1229
44,88,1230
44,48,1231
44,88,1232
44,48,1233
254,8,1234
8,254,1235
44,88,1236
254,8,1237
95,168,1238
254,8,1239
8,254,1240
254,8,1241
8,254,1242
254,8,1243
1,255,1244
103,256,1245
143,32,1246
204,257,1247
52,48,1248
258,76,1249
168,95,1250
259,260,1251
261,256,1252
19,52,1253
204,81,1254
19,52,1255
259,256,1256
51,260,1257
260,51,1258
204,262,1259
19,52,1260
103,260,1261
263,254,1262
263,254,1263
204,51,1264
260,51,1265
204,51,1266
41,256,1267
204,51,1268
204,51,1269
36,254,1270
204,51,1271
36,222,1272
204,51,1273
204,51,1274
204,51,1275
204,51,1276
62,215,1277
204,51,1278
264,158,1279
6,122,1280
204,51,1281
36,254,1282
36,6,1283
41,265,1284
204,51,1285
204,51,1286
36,6,1287
36,254,1288
260,51,1289
204,51,1290
36,222,1291
96,6,1292
204,51,1293
96,6,1294
256,259,1295
204,48,1296
36,254,1297
36,6,1298
204,51,1299
96,6,1300
36,6,1301
96,6,1302
204,51,1303
96,6,1304
204,51,1304
36,6,1305
36,254,1306
36,254,1307
204,48,1308
96,6,1309
211,251,1310
204,266,1311
204,51,1312
267,260,1313
267,256,1314
260,51,1315
260,267,1316
12,260,1317
263,191,1318
12,101,1319
204,48,1320
204,51,1321
204,266,1322
12,175,1323
204,48,1324
204,51,1325
51,267,1326
260,51,1327
204,48,1328
260,51,1329
268,149,1330
267,51,1331
189,8,1332
63,127,1333
51,267,1334
204,48,1335
204,221,1336
127,63,1337
204,48,1338
212,6,1339
204,48,1340
204,48,1341
267,51,1342
140,6,1343
12,175,1344
103,267,1345
204,48,1346
69,254,1347
212,34,1348
212,48,1349
103,267,1350
176,269,1351
204,48,1352
103,166,1353
19,265,1354
95,168,1355
212,254,1356
212,48,1357
176,270,1358
176,267,1359
212,48,1360
69,271,1361
212,48,1362
69,271,1363
69,271,1364
69,271,1365
272,273,1366
69,271,1367
48,256,1368
69,271,1369
274,48,1370
69,271,1371
274,48,1372
144,260,1373
103,265,1374
212,48,1375
263,222,1376
198,256,1377
103,270,1378
176,256,1379
212,48,1380
263,239,1381
212,48,1382
135,105,1383
263,239,1384
103,228,1385
212,48,1386
103,228,1387
204,48,1388
101,271,1389
101,34,1390
275,20,1391
103,228,1392
276,8,1392
20,275,1393
20,275,1394
101,34,1395
263,277,1396
263,277,1397
140,6,1398
9,135,1399
140,278,1400
9,135,1401
34,101,1402
127,260,1403
9,135,1404
101,68,1405
260,127,1406
103,52,1407
199,279,1408
199,260,1409
260,199,1410
260,127,1411
41,101,1412
63,127,1413
19,52,1414
41,280,1415
271,101,1416
68,101,1417
176,101,1418
260,127,1419
281,254,1420
41,280,1421
41,280,1422
277,68,1423
282,34,1423
176,283,1424
176,283,1425
41,280,1426
176,283,1427
176,283,1428
41,280,1429
176,248,1430
176,284,1431
176,166,1432
220,271,1433
41,270,1434
12,101,1435
220,67,1436
9,135,1437
12,101,1438
67,256,1439
12,101,1440
36,285,1441
12,101,1442
220,67,1443
286,221,1444
36,285,1445
36,285,1446
101,32,1447
189,132,1448
220,221,1449
220,221,1450
221,3,1451
181,180,1452
181,177,1453
181,177,1454
181,260,1455
260,287,1456
236,239,1457
260,181,1458
51,288,1459
215,51,1460
1,255,1461
79,166,1462
79,256,1463
79,260,1464
204,68,1465
289,135,1466
204,79,1467
204,276,1468
204,221,1469
204,271,1470
3,221,1471
58,199,1472
44,290,1473
27,221,1474
291,292,1475
69,293,1476
69,104,1477
9,260,1478
114,124,1479
199,58,1480
63,290,1481
32,291,1482
36,236,1483
36,291,1484
51,294,1485
36,236,1486
105,135,1487
211,228,1488
291,32,1489
211,260,1490
204,68,1491
204,276,1492
204,79,1493
295,296,1494
204,48,1495
211,288,1496
211,284,1497
204,288,1498
204,284,1499
294,51,1500
263,277,1501
6,221,1502
44,129,1503
297,191,1504
70,124,1505
32,291,1506
51,294,1507
53,291,1508
204,298,1509
294,51,1510
9,32,1511
9,177,1512
220,221,1513
289,220,1514
211,265,1515
221,3,1516
221,6,1517
221,211,1518
27,221,1519
277,34,1520
263,277,1521
277,299,1522
277,299,1523
300,52,1524
212,67,1525
277,50,1526
204,221,1527
204,181,1528
211,221,1529
140,124,1530
6,221,1531
184,32,1532
193,233,1533
32,184,1534
32,184,1535
32,184,1536
301,63,1537
32,184,1538
193,149,1539
289,8,1540
9,299,1541
140,124,1542
6,88,1543
302,138,1544
204,68,1545
288,51,1546
288,211,1547
228,211,1548
260,51,1549
260,199,1550
260,79,1551
260,211,1552
260,181,1553
63,301,1554
303,294,1555
204,68,1556
155,3,1557
205,304,1558
155,8,1559
277,252,1560
204,68,1561
212,211,1562
204,68,1563
204,68,1564
204,68,1565
288,50,1566
204,68,1567
101,32,1568
204,68,1569
143,67,1570
212,228,1571
212,228,1572
228,121,1573
67,164,1574
67,132,1575
228,61,1576
228,304,1577
305,306,1578
239,236,1579
114,124,1580
51,294,1581
67,172,1582
51,288,1583
277,172,1584
288,51,1585
209,299,1586
67,175,1587
3,221,1588
3,155,1589
307,6,1590
307,6,1591
307,51,1592
6,299,1593
307,6,1594
307,6,1595
277,51,1596
307,6,1597
277,79,1598
277,51,1599
281,308,1600
307,6,1601
277,51,1602
193,302,1603
307,6,1604
302,193,1605
307,67,1606
281,302,1607
193,302,1608
307,6,1609
60,308,1610
60,308,1611
60,308,1612
60,308,1613
60,308,1614
309,175,1615
310,72,1616
143,67,1617
308,60,1618
212,209,1619
302,193,1620
307,67,1621
189,302,1622
193,302,1623
212,34,1624
277,184,1625
281,302,1626
302,193,1627
189,302,1628
193,302,1629
212,34,1630
277,184,1631
277,184,1632
302,193,1633
277,184,1634
9,177,1635
277,184,1636
9,299,1637
277,184,1638
121,228,1639
193,302,1640
308,60,1641
36,211,1642
302,193,1643
303,212,1644
36,155,1645
193,302,1646
193,311,1647
36,34,1648
194,296,1649
211,128,1650
36,211,1651
296,63,1652
302,193,1653
194,312,1654
281,302,1655
193,302,1656
9,8,1657
128,51,1658
194,132,1659
294,51,1660
302,193,1661
128,51,1662
294,51,1663
299,209,1664
9,8,1665
299,6,1666
248,283,1667
128,236,1668
263,308,1669
281,302,1670
9,299,1671
36,299,1672
19,302,1673
128,51,1674
9,8,1675
128,51,1676
294,51,1677
67,32,1678
103,299,1679
36,299,1680
9,299,1681
313,228,1682
263,308,1683
9,8,1684
314,308,1685
277,191,1686
212,51,1687
306,305,1688
9,299,1689
277,191,1690
9,8,1691
9,299,1692
212,51,1693
263,311,1694
103,299,1695
277,191,1696
103,299,1697
277,191,1698
9,299,1699
193,280,1700
212,51,1701
314,254,1702
281,302,1703
303,212,1704
303,298,1705
263,315,1706
212,51,1707
263,316,1708
260,51,1709
51,59,1710
263,315,1711
260,79,1712
103,299,1713
128,211,1714
314,308,1715
314,51,1716
314,34,1717
103,299,1718
286,221,1719
308,315,1720
9,315,1721
9,316,1722
317,315,1723
318,124,1724
63,296,1725
128,51,1726
9,316,1727
286,34,1728
9,299,1729
314,51,1730
212,51,1731
317,315,1732
63,301,1733
128,236,1734
260,51,1735
9,316,1736
314,48,1736
314,34,1737
318,34,1738
286,34,1739
294,51,1740
204,51,1741
140,124,1742
204,68,1743
204,298,1744
318,34,1745
314,48,1746
314,34,1747
50,288,1748
314,34,1749
286,34,1750
176,311,1751
9,8,1752
176,306,1753
176,299,1754
176,319,1755
176,300,1756
144,193,1757
282,67,1758
176,315,1759
176,316,1760
9,8,1761
288,50,1762
228,121,1763
318,34,1764
318,124,1765
282,34,1766
212,6,1767
297,34,1768
124,318,1769
289,212,1770
297,88,1771
140,124,1772
254,308,1773
9,8,1774
83,313,1775
103,318,1776
140,124,1777
9,8,1778
34,318,1779
297,34,1780
144,288,1781
214,154,1782
212,6,1783
212,6,1784
36,299,1785
144,88,1786
308,254,1787
101,184,1788
9,8,1789
212,6,1790
254,308,1791
211,288,1792
94,320,1793
282,214,1793
211,260,1794
318,124,1795
36,211,1796
212,211,1796
288,211,1797
318,34,1798
211,228,1799
211,288,1800
194,88,1801
212,211,1802
144,290,1803
27,194,1803
194,88,1804
212,34,1805
9,32,1806
9,8,1807
176,233,1808
124,318,1809
176,32,1810
44,99,1811
144,48,1812
144,51,1813
318,34,1814
9,8,1815
318,34,1816
318,124,1817
176,32,1818
212,34,1819
228,315,1820
44,99,1821
32,184,1822
9,316,1823
321,144,1824
144,99,1825
44,99,1826
67,32,1827
9,8,1828
184,101,1829
41,184,1830
67,32,1831
67,32,1832
193,315,1833
144,193,1834
9,8,1835
9,299,1836
9,260,1837
9,132,1838
144,99,1839
144,322,1840
44,99,1841
144,193,1842
281,323,1843
99,144,1844
144,193,1845
144,99,1846
95,52,1847
52,95,1848
103,324,1849
95,52,1850
103,324,1851
63,155,1852
176,324,1853
297,325,1854
297,325,1855
144,99,1856
44,299,1857
209,299,1858
297,325,1859
297,34,1860
60,308,1860
103,324,1861
144,99,1862
51,324,1863
155,63,1864
297,325,1865
324,51,1866
78,326,1867
51,324,1868
324,51,1869
63,155,1870
51,324,1871
324,51,1872
297,325,1873
281,144,1874
51,324,1875
144,193,1876
67,63,1877
212,209,1878
324,51,1879
144,99,1880
193,144,1881
51,324,1882
297,325,1883
144,193,1884
34,324,1885
323,34,1886
144,99,1887
63,67,1888
144,193,1889
297,325,1890
307,325,1891
144,99,1892
212,51,1893
297,325,1894
324,51,1895
27,194,1896
297,325,1897
324,34,1898
144,48,1899
144,48,1900
34,324,1901
319,34,1902
48,144,1903
319,325,1904
34,88,1905
212,51,1906
144,99,1907
297,325,1908
52,95,1909
319,325,1910
144,48,1911
319,34,1912
204,327,1913
297,325,1914
204,68,1915
204,51,1916
51,324,1917
325,319,1918
324,51,1919
297,325,1920
52,328,1921
281,144,1922
103,324,1923
51,324,1924
324,329,1925
297,325,1926
212,51,1927
329,324,1928
62,78,1929
297,325,1930
72,291,1931
324,51,1932
212,51,1933
324,329,1934
9,294,1935
329,324,1936
103,324,1937
9,97,1938
204,68,1939
9,318,1940
128,329,1941
9,78,1942
38,52,1943
9,52,1944
308,60,1945
9,330,1946
51,52,1947
9,86,1948
51,331,1949
38,288,1950
38,288,1951
332,333,1952
324,329,1953
51,324,1954
9,61,1955
9,262,1956
38,288,1957
12,168,1958
324,51,1959
9,288,1960
51,324,1961
9,288,1962
12,288,1963
62,260,1964
128,324,1965
12,288,1966
281,323,1967
324,51,1968
9,288,1969
313,78,1970
281,323,1971
38,288,1972
12,288,1973
9,288,1974
9,316,1975
51,324,1976
324,51,1977
303,316,1978
12,288,1979
38,288,1980
9,316,1981
51,324,1982
103,324,1983
38,288,1984
12,288,1985
67,90,1986
324,51,1987
303,316,1988
9,288,1989
38,288,1990
316,303,1991
12,288,1992
334,128,1993
303,316,1994
281,323,1995
38,288,1996
335,34,1997
103,324,1998
51,324,1999
9,316,1999
38,288,2000
12,288,2001
38,288,2002
323,281,2003
12,288,2004
9,288,2005
38,288,2006
12,288,2007
103,324,2008
38,288,2009
324,51,2010
323,281,2011
38,288,2012
323,281,2013
51,324,2014
12,288,2015
9,97,2016
9,288,2017
324,51,2018
323,281,2019
12,288,2020
12,288,2021
9,282,2022
12,288,2023
324,329,2024
281,323,2025
333,319,2026
9,288,2027
323,281,2028
332,281,2029
9,316,2030
329,324,2031
9,288,2032
323,281,2032
9,288,2033
323,281,2034
332,281,2035
281,323,2036
336,315,2037
9,288,2038
323,281,2039
323,281,2040
128,324,2041
9,288,2042
332,281,2043
9,288,2044
9,288,2045
9,288,2046
281,323,2047
9,288,2048
335,34,2049
336,333,2050
335,34,2051
323,281,2052
128,324,2053
308,333,2054
332,281,2055
333,308,2056
9,288,2057
332,281,2058
332,281,2059
332,281,2060
323,281,2061
335,34,2062
323,281,2063
281,323,2064
9,288,2064
36,189,2065
333,329,2066
323,281,2067
323,281,2068
323,333,2069
335,34,2070
34,101,2071
41,97,2072
36,75,2073
103,324,2074
329,333,2074
332,281,2075
128,221,2076
103,316,2076
323,281,2077
36,211,2078
41,308,2079
260,211,2080
128,324,2081
335,34,2082
337,281,2083
103,324,2084
34,313,2085
41,308,2086
337,260,2087
337,281,2088
281,254,2089
34,313,2090
337,281,2091
335,34,2092
41,308,2093
254,281,2094
62,260,2095
335,34,2096
220,221,2097
308,311,2098
176,311,2099
103,324,2100
335,34,2101
128,329,2102
324,51,2103
41,308,2104
41,308,2105
41,308,2106
103,324,2107
9,308,2108
338,260,2109
260,338,2109
103,324,2110
260,338,2111
254,311,2112
335,34,2113
311,308,2114
263,311,2115
311,254,2116
254,311,2117
263,311,2118
9,308,2119
308,311,2120
335,34,2121
